path	primary_phase	secondary_phases	disposition	evidence_refs	findings_refs	notes
apps/web/app/stores/__tests__/ui.store.ssr-safe.test.ts	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/stores/__tests__/ui.store.test.ts	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/stores/auth.store.ts	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/stores/purchase.store.ts	14	15,16,17,18	reviewed-no-finding	loop-native-payment-recovery-gap.txt; web-vitest-full-run.txt		Legacy pending purchase persistence and validation reviewed as comparison path; web Vitest/static-boundary evidence refreshed
apps/web/app/stores/ui.store.ts	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/utils/__tests__/admin-cache.test.ts	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/utils/__tests__/error-messages.test.ts	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/utils/__tests__/image.test.ts	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/utils/__tests__/money.test.ts	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/utils/__tests__/query-error-reporting.test.ts	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/utils/__tests__/security-headers.test.ts	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/utils/__tests__/sentry-error-scrubber.test.ts	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/utils/admin-cache.ts	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/utils/error-messages.ts	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/utils/image.ts	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/utils/locale.ts	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/utils/money.ts	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/utils/query-error-reporting.ts	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/utils/redeem-challenge-bar.ts	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/utils/security-headers.ts	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/utils/sentry-error-scrubber.ts	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/utils/sentry-scrubber.ts	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/utils/share-image.ts	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/fly.toml	03	14,15,20	reviewed-no-finding	web-config-assets-review.txt		Web package config reviewed for build/deploy/test/static-export role
apps/web/package.json	03	14,15,20	reviewed-with-finding	A4-008	phase 04	Capacitor plugin parity checked; Capgo license-doc gap filed
apps/web/public/hero.webp	03	14,15,20	binary-reviewed	web-config-assets-review.txt		Web public static asset/config reviewed for type and deployment role
apps/web/public/leaflet/marker-icon-2x.png	03	14,15,20	binary-reviewed	web-config-assets-review.txt		Web public static asset/config reviewed for type and deployment role
apps/web/public/leaflet/marker-icon.png	03	14,15,20	binary-reviewed	web-config-assets-review.txt		Web public static asset/config reviewed for type and deployment role
apps/web/public/leaflet/marker-shadow.png	03	14,15,20	binary-reviewed	web-config-assets-review.txt		Web public static asset/config reviewed for type and deployment role
apps/web/public/loop-favicon.svg	03	14,15,20	reviewed-no-finding	web-config-assets-review.txt		Web public static asset/config reviewed for type and deployment role
apps/web/public/loop-logo-white.svg	03	14,15,20	reviewed-no-finding	web-config-assets-review.txt		Web public static asset/config reviewed for type and deployment role
apps/web/public/loop-logo.svg	03	14,15,20	reviewed-no-finding	web-config-assets-review.txt		Web public static asset/config reviewed for type and deployment role
apps/web/public/manifest.json	03	14,15,20	reviewed-no-finding	web-config-assets-review.txt		Web public static asset/config reviewed for type and deployment role
apps/web/public/robots.txt	03	14,15,20	reviewed-no-finding	web-config-assets-review.txt		Web public static asset/config reviewed for type and deployment role
apps/web/react-router.config.ts	03	14,15,20	reviewed-no-finding	web-config-assets-review.txt		Web package config reviewed for build/deploy/test/static-export role
apps/web/tsconfig.json	03	14,15,20	reviewed-no-finding	web-config-assets-review.txt		Web package config reviewed for build/deploy/test/static-export role
apps/web/vite.config.ts	03	14,15,20	reviewed-no-finding	web-config-assets-review.txt		Web package config reviewed for build/deploy/test/static-export role
apps/web/vitest.config.ts	03	14,15,20	reviewed-no-finding	web-config-assets-review.txt		Web package config reviewed for build/deploy/test/static-export role
commitlint.config.js	03	18,20	reviewed-no-finding	root-ci-config-review.txt		Commitlint type policy reviewed; no direct finding
docker-compose.yml	03	20	reviewed-no-finding	root-ci-config-review.txt		Local Postgres service config reviewed with postgres-init helper; no direct finding
docs/admin-csv-conventions.md	21	02	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/001-static-export-capacitor.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/002-typescript-backend.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/003-protobuf-clustering.md	02	21	reviewed-with-finding	active-docs-runbooks-pass.txt	A4-029	Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/004-security-hardening-pass.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/005-known-limitations.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/006-keychain-backed-secure-storage.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/007-native-projects-source-of-truth.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/008-capacitor-filesystem-for-share.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/009-credits-ledger-cashback-flow.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/010-principal-switch-payment-rails.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/011-admin-panel-cashback-configuration.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/012-drizzle-orm-fly-postgres.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/013-loop-owned-auth-and-ctx-operator-accounts.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/014-social-login-google-apple.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/015-stablecoin-topology-and-payment-rails.md	02	21	reviewed-with-finding	active-docs-runbooks-pass.txt	A4-024	Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/016-stellar-sdk-payout-submit.md	02	21	reviewed-with-finding	A4-018; active-docs-runbooks-pass.txt	phase 10	ADR says idempotency checks operator account; code mismatch filed; active docs pass refreshed
docs/adr/017-admin-credit-primitives.md	02	21	reviewed-with-finding	active-docs-runbooks-pass.txt	A4-013	Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/018-admin-panel-architecture.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/019-shared-package-policy.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/020-public-api-surface.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/021-merchant-catalog-eviction-policy.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/022-admin-drill-triplet-pattern.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/023-admin-mix-axis-matrix.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/024-withdrawal-writer.md	02	21	reviewed-with-finding	active-docs-runbooks-pass.txt	A4-024	Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/025-llm-pr-review.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/adr/026-tax-regulatory-reporting-data-model.md	02	21	reviewed-with-finding	tax-reporting-csv-implementation-gap.txt; active-docs-runbooks-pass.txt	A4-038	ADR claims Phase-1 CSV exports implemented but named emitter/command are absent; active docs pass refreshed
docs/adr/027-mobile-platform-security.md	02	21	reviewed-with-finding	phase-02-architecture notes; active-docs-runbooks-pass.txt	A4-003	mobile security ADR reviewed; current wallet-custody claims drift from code; active docs pass refreshed
docs/adr/028-admin-step-up-auth.md	02	21	reviewed-no-finding	phase-24 planned-feature matrix; active-docs-runbooks-pass.txt		Reviewed against code; design accepted but implementation deferred/no step-up route or header enforcement present; active docs pass refreshed
docs/adr/029-repo-managed-ci-clis.md	02	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/alerting.md	19	21	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/api-compat.md	21	02	reviewed-no-finding	active-docs-runbooks-pass.txt		Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/architecture.md	21	02	reviewed-with-finding	active-docs-runbooks-pass.txt	A4-003	Active documentation/package guide/config reviewed against current code evidence and docs lint pass
docs/archive/2026-pre-implementation-research.md	21	02	dead-or-orphaned	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Archived historical material reviewed as non-active product truth; active docs pass refreshed
docs/archive/migration.md	21	02	dead-or-orphaned	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Archived historical material reviewed as non-active product truth; active docs pass refreshed
docs/archive/ui-restoration-plan.md	21	02	dead-or-orphaned	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Archived historical material reviewed as non-active product truth; active docs pass refreshed
docs/audit-2026-04-29/README.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/admin-handoff.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/checklist.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/README.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-0-inventory/artifacts/git-status-short.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-0-inventory/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-1-governance/artifacts/branch-protection.json	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-1-governance/artifacts/codeowners-team.json	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-1-governance/artifacts/codeowners-team.stderr	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-1-governance/artifacts/docs-claims.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-1-governance/artifacts/required-pull-request-reviews.json	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-1-governance/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-10-financial/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-11-workers/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-12-web/artifacts/fetch-sites.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-12-web/artifacts/query-site-counts.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-12-web/artifacts/query-sites.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-12-web/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-13-mobile/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-14-contracts/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-15-security/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-16-testing/artifacts/hydration-mismatch.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-16-testing/artifacts/npm-test.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-16-testing/artifacts/test-e2e-mocked.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-16-testing/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-17-operations/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-18-cicd/artifacts/lint-docs.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-18-cicd/artifacts/npm-build.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-18-cicd/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-19-synthesis/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-2-architecture/artifacts/auth-doc-drift.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-2-architecture/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-3-build/artifacts/check-bundle-budget.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-3-build/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-4-dependencies/artifacts/npm-audit-high.json	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-4-dependencies/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-5-backend/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-6-admin/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-7-public-api/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-8-orders/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/evidence/phase-9-data/notes.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/inventory/README.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/inventory/exclusions.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/inventory/file-counts.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/inventory/git-ls-files.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/inventory/phase-map.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/plan.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/remediation-plan.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-04-29/tracker.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit material excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-05-03/inventory/directory-map.txt	00	24	reviewed-no-finding	phase-00-inventory notes; active-docs-runbooks-pass.txt		baseline inventory artifact reviewed; Claude workspace excluded; active docs pass refreshed
docs/audit-2026-05-03/inventory/git-status-short.txt	00	24	reviewed-no-finding	phase-00-inventory notes; active-docs-runbooks-pass.txt		baseline inventory artifact reviewed; Claude workspace excluded; active docs pass refreshed
docs/audit-2026-05-03/inventory/tracked-files.txt	00	24	reviewed-no-finding	phase-00-inventory notes; active-docs-runbooks-pass.txt		baseline inventory artifact reviewed; Claude workspace excluded; active docs pass refreshed
docs/audit-2026-05-03/inventory/workspace-files.txt	00	24	reviewed-no-finding	phase-00-inventory notes; active-docs-runbooks-pass.txt		baseline inventory artifact reviewed; Claude workspace excluded; active docs pass refreshed
docs/audit-2026-admin-handoff.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical/prior audit archive excluded from cold-audit truth source; retained as repository history only
docs/audit-2026-adversarial-plan.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical/prior audit archive excluded from cold-audit truth source; retained as repository history only
docs/audit-2026-evidence/README.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-0-inventory.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-1-governance.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-10-shared.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-11-cross-app.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-12-security.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-13-observability.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-14-testing.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-15-docs.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-16-cicd.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-17-operational.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-18-redteam.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-2-architecture.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-3-dependencies.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-3-install-hooks.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-3-npm-audit.json	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-3-npm-ls-all.txt	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-3-npm-outdated.json	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
docs/audit-2026-evidence/phase-4-build-release.md	21	02	external-output-excluded	historical-audit-docs-disposition.txt; active-docs-runbooks-pass.txt		Historical prior-audit evidence excluded from current cold-audit evidence truth; active docs pass refreshed
